,rt,trial_index,subject,form_assignment,passed_test,button_pressed,condition,stimNum,topic,speaker,form,response,correct,already_heard_by_speaker,numeric_response,Order
1989,1354,24,dlaa52942x,non_conventional,yes,1,Non-Request,1,car,S5,nonconventional,literal,1,Yes,0,9
1990,4876,26,dlaa52942x,non_conventional,yes,1,Request,6,office,S5,nonconventional,literal,0,Yes,0,10
1991,3327,28,dlaa52942x,non_conventional,yes,1,Request,7,phone,S5,nonconventional,literal,0,Yes,0,11
1992,1457,30,dlaa52942x,non_conventional,yes,1,Non-Request,9,soup,S5,nonconventional,literal,1,Yes,0,12
1993,1257,32,dlaa52942x,non_conventional,yes,1,Non-Request,2,back,S4,nonconventional,literal,1,No,0,13
1994,926,34,dlaa52942x,non_conventional,yes,1,Non-Request,7,phone,S4,nonconventional,literal,1,No,0,14
1995,3790,36,dlaa52942x,non_conventional,yes,1,Request,7,phone,S4,nonconventional,literal,0,Yes,0,15
1996,1344,38,dlaa52942x,non_conventional,yes,0,Request,1,car,S4,nonconventional,request,1,No,1,16
1997,902,40,dlaa52942x,non_conventional,yes,1,Request,2,back,S4,nonconventional,literal,0,Yes,0,17
1998,1691,42,dlaa52942x,non_conventional,yes,1,Non-Request,6,office,S4,nonconventional,literal,1,No,0,18
1999,1059,44,dlaa52942x,non_conventional,yes,1,Request,5,laptop,S4,nonconventional,literal,0,No,0,19
2000,956,46,dlaa52942x,non_conventional,yes,1,Non-Request,5,laptop,S4,nonconventional,literal,1,Yes,0,20
2001,1037,48,dlaa52942x,non_conventional,yes,1,Request,9,soup,S4,nonconventional,literal,0,No,0,21
2002,877,50,dlaa52942x,non_conventional,yes,1,Non-Request,1,car,S4,nonconventional,literal,1,Yes,0,22
2003,1191,52,dlaa52942x,non_conventional,yes,0,Request,6,office,S4,nonconventional,request,1,Yes,1,23
2004,863,54,dlaa52942x,non_conventional,yes,1,Non-Request,9,soup,S4,nonconventional,literal,1,Yes,0,24
2005,2343,56,dlaa52942x,non_conventional,yes,1,Non-Request,5,laptop,S2,nonconventional,literal,1,No,0,25
2006,934,58,dlaa52942x,non_conventional,yes,1,Request,5,laptop,S2,nonconventional,literal,0,Yes,0,26
2007,843,60,dlaa52942x,non_conventional,yes,1,Request,7,phone,S2,nonconventional,literal,0,No,0,27
2008,2147,62,dlaa52942x,non_conventional,yes,0,Request,1,car,S2,nonconventional,request,1,No,1,28
2009,827,64,dlaa52942x,non_conventional,yes,1,Non-Request,7,phone,S2,nonconventional,literal,1,Yes,0,29
2010,1876,66,dlaa52942x,non_conventional,yes,0,Non-Request,1,car,S2,nonconventional,request,0,Yes,1,30
2011,935,68,dlaa52942x,non_conventional,yes,1,Non-Request,9,soup,S2,nonconventional,literal,1,No,0,31
2012,853,70,dlaa52942x,non_conventional,yes,1,Request,2,back,S2,nonconventional,literal,0,No,0,32
2013,835,72,dlaa52942x,non_conventional,yes,1,Non-Request,6,office,S2,nonconventional,literal,1,No,0,33
2014,838,74,dlaa52942x,non_conventional,yes,1,Request,9,soup,S2,nonconventional,literal,0,Yes,0,34
2015,821,76,dlaa52942x,non_conventional,yes,1,Non-Request,2,back,S2,nonconventional,literal,1,Yes,0,35
2016,829,78,dlaa52942x,non_conventional,yes,1,Request,6,office,S2,nonconventional,literal,0,Yes,0,36
2017,957,80,dlaa52942x,non_conventional,yes,1,Non-Request,7,phone,S1,nonconventional,literal,1,No,0,37
2018,1114,82,dlaa52942x,non_conventional,yes,0,Non-Request,2,back,S1,nonconventional,request,0,No,1,38
2019,959,84,dlaa52942x,non_conventional,yes,0,Non-Request,1,car,S1,nonconventional,request,0,No,1,39
2020,848,86,dlaa52942x,non_conventional,yes,1,Request,7,phone,S1,nonconventional,literal,0,Yes,0,40
2021,948,88,dlaa52942x,non_conventional,yes,0,Request,5,laptop,S1,nonconventional,request,1,No,1,41
2022,1170,90,dlaa52942x,non_conventional,yes,0,Request,2,back,S1,nonconventional,request,1,Yes,1,42
2023,1032,92,dlaa52942x,non_conventional,yes,0,Request,6,office,S1,nonconventional,request,1,No,1,43
2024,925,94,dlaa52942x,non_conventional,yes,0,Non-Request,5,laptop,S1,nonconventional,request,0,Yes,1,44
2025,840,96,dlaa52942x,non_conventional,yes,0,Non-Request,9,soup,S1,nonconventional,request,0,No,1,45
2026,861,98,dlaa52942x,non_conventional,yes,0,Request,9,soup,S1,nonconventional,request,1,Yes,1,46
2027,908,100,dlaa52942x,non_conventional,yes,0,Request,1,car,S1,nonconventional,request,1,Yes,1,47
2028,866,102,dlaa52942x,non_conventional,yes,1,Non-Request,6,office,S1,nonconventional,literal,1,Yes,0,48
2029,829,104,dlaa52942x,non_conventional,yes,1,Non-Request,9,soup,S3,nonconventional,literal,1,No,0,49
2030,855,106,dlaa52942x,non_conventional,yes,1,Non-Request,7,phone,S3,nonconventional,literal,1,No,0,50
2031,853,108,dlaa52942x,non_conventional,yes,1,Non-Request,6,office,S3,nonconventional,literal,1,No,0,51
2032,3182,110,dlaa52942x,non_conventional,yes,1,Request,6,office,S3,nonconventional,literal,0,Yes,0,52
2033,883,112,dlaa52942x,non_conventional,yes,0,Request,5,laptop,S3,nonconventional,request,1,No,1,53
2034,757,114,dlaa52942x,non_conventional,yes,1,Non-Request,2,back,S3,nonconventional,literal,1,No,0,54
2035,3043,116,dlaa52942x,non_conventional,yes,1,Request,2,back,S3,nonconventional,literal,0,Yes,0,55
2036,1689,118,dlaa52942x,non_conventional,yes,1,Request,7,phone,S3,nonconventional,literal,0,Yes,0,56
2037,908,120,dlaa52942x,non_conventional,yes,0,Non-Request,1,car,S3,nonconventional,request,0,No,1,57
2038,1227,122,dlaa52942x,non_conventional,yes,1,Non-Request,5,laptop,S3,nonconventional,literal,1,Yes,0,58
2039,876,124,dlaa52942x,non_conventional,yes,0,Request,1,car,S3,nonconventional,request,1,Yes,1,59
2040,838,126,dlaa52942x,non_conventional,yes,0,Request,9,soup,S3,nonconventional,request,1,Yes,1,60
2041,1776,8,dtszl6zpc8,non_conventional,yes,1,Non-Request,9,soup,S1,nonconventional,literal,1,No,0,1
2042,437,10,dtszl6zpc8,non_conventional,yes,1,Non-Request,5,laptop,S1,nonconventional,literal,1,No,0,2
2043,375,12,dtszl6zpc8,non_conventional,yes,1,Request,5,laptop,S1,nonconventional,literal,0,Yes,0,3
2044,1400,14,dtszl6zpc8,non_conventional,yes,0,Request,1,car,S1,nonconventional,request,1,No,1,4
2045,943,16,dtszl6zpc8,non_conventional,yes,1,Request,6,office,S1,nonconventional,literal,0,No,0,5
2046,580,18,dtszl6zpc8,non_conventional,yes,1,Request,7,phone,S1,nonconventional,literal,0,No,0,6
2047,372,20,dtszl6zpc8,non_conventional,yes,1,Non-Request,2,back,S1,nonconventional,literal,1,No,0,7
2048,368,22,dtszl6zpc8,non_conventional,yes,1,Non-Request,6,office,S1,nonconventional,literal,1,Yes,0,8
2049,721,24,dtszl6zpc8,non_conventional,yes,0,Request,2,back,S1,nonconventional,request,1,Yes,1,9
2050,164,26,dtszl6zpc8,non_conventional,yes,1,Non-Request,7,phone,S1,nonconventional,literal,1,Yes,0,10
2051,294,28,dtszl6zpc8,non_conventional,yes,0,Non-Request,1,car,S1,nonconventional,request,0,Yes,1,11
2052,455,30,dtszl6zpc8,non_conventional,yes,0,Request,9,soup,S1,nonconventional,request,1,Yes,1,12
2053,432,32,dtszl6zpc8,non_conventional,yes,1,Request,6,office,S4,nonconventional,literal,0,No,0,13
2054,836,34,dtszl6zpc8,non_conventional,yes,1,Request,1,car,S4,nonconventional,literal,0,No,0,14
2055,709,36,dtszl6zpc8,non_conventional,yes,1,Non-Request,1,car,S4,nonconventional,literal,1,Yes,0,15
2056,812,38,dtszl6zpc8,non_conventional,yes,1,Request,2,back,S4,nonconventional,literal,0,No,0,16
2057,666,40,dtszl6zpc8,non_conventional,yes,0,Request,7,phone,S4,nonconventional,request,1,No,1,17
2058,584,42,dtszl6zpc8,non_conventional,yes,0,Request,9,soup,S4,nonconventional,request,1,No,1,18
2059,225,44,dtszl6zpc8,non_conventional,yes,1,Request,5,laptop,S4,nonconventional,literal,0,No,0,19
2060,396,46,dtszl6zpc8,non_conventional,yes,1,Non-Request,7,phone,S4,nonconventional,literal,1,Yes,0,20
2061,423,48,dtszl6zpc8,non_conventional,yes,1,Non-Request,2,back,S4,nonconventional,literal,1,Yes,0,21
2062,465,50,dtszl6zpc8,non_conventional,yes,0,Non-Request,5,laptop,S4,nonconventional,request,0,Yes,1,22
2063,466,52,dtszl6zpc8,non_conventional,yes,1,Non-Request,9,soup,S4,nonconventional,literal,1,Yes,0,23
2064,864,54,dtszl6zpc8,non_conventional,yes,0,Non-Request,6,office,S4,nonconventional,request,0,Yes,1,24
2065,374,56,dtszl6zpc8,non_conventional,yes,0,Request,1,car,S3,nonconventional,request,1,No,1,25
2066,560,58,dtszl6zpc8,non_conventional,yes,0,Request,2,back,S3,nonconventional,request,1,No,1,26
2067,292,60,dtszl6zpc8,non_conventional,yes,0,Non-Request,5,laptop,S3,nonconventional,request,0,No,1,27
2068,180,62,dtszl6zpc8,non_conventional,yes,1,Request,7,phone,S3,nonconventional,literal,0,No,0,28
2069,648,64,dtszl6zpc8,non_conventional,yes,1,Non-Request,9,soup,S3,nonconventional,literal,1,No,0,29
2070,504,66,dtszl6zpc8,non_conventional,yes,0,Request,9,soup,S3,nonconventional,request,1,Yes,1,30
2071,518,68,dtszl6zpc8,non_conventional,yes,0,Non-Request,1,car,S3,nonconventional,request,0,Yes,1,31
2072,450,70,dtszl6zpc8,non_conventional,yes,0,Request,5,laptop,S3,nonconventional,request,1,Yes,1,32
2073,7238,72,dtszl6zpc8,non_conventional,yes,1,Non-Request,6,office,S3,nonconventional,literal,1,No,0,33
2074,524,74,dtszl6zpc8,non_conventional,yes,1,Non-Request,2,back,S3,nonconventional,literal,1,Yes,0,34
2075,581,76,dtszl6zpc8,non_conventional,yes,0,Request,6,office,S3,nonconventional,request,1,Yes,1,35
2076,486,78,dtszl6zpc8,non_conventional,yes,1,Non-Request,7,phone,S3,nonconventional,literal,1,Yes,0,36
2077,326,80,dtszl6zpc8,non_conventional,yes,1,Non-Request,2,back,S2,nonconventional,literal,1,No,0,37
2078,1333,82,dtszl6zpc8,non_conventional,yes,1,Non-Request,5,laptop,S2,nonconventional,literal,1,No,0,38
2079,342,84,dtszl6zpc8,non_conventional,yes,1,Non-Request,7,phone,S2,nonconventional,literal,1,No,0,39
2080,460,86,dtszl6zpc8,non_conventional,yes,1,Request,7,phone,S2,nonconventional,literal,0,Yes,0,40
2081,496,88,dtszl6zpc8,non_conventional,yes,1,Request,5,laptop,S2,nonconventional,literal,0,Yes,0,41
2082,1070,90,dtszl6zpc8,non_conventional,yes,1,Non-Request,1,car,S2,nonconventional,literal,1,No,0,42
2083,1326,92,dtszl6zpc8,non_conventional,yes,0,Non-Request,9,soup,S2,nonconventional,request,0,No,1,43
2084,366,94,dtszl6zpc8,non_conventional,yes,0,Non-Request,6,office,S2,nonconventional,request,0,No,1,44
2085,342,96,dtszl6zpc8,non_conventional,yes,1,Request,6,office,S2,nonconventional,literal,0,Yes,0,45
2086,274,98,dtszl6zpc8,non_conventional,yes,0,Request,2,back,S2,nonconventional,request,1,Yes,1,46
2087,628,100,dtszl6zpc8,non_conventional,yes,1,Request,9,soup,S2,nonconventional,literal,0,Yes,0,47
2088,318,102,dtszl6zpc8,non_conventional,yes,1,Request,1,car,S2,nonconventional,literal,0,Yes,0,48
2089,504,104,dtszl6zpc8,non_conventional,yes,1,Request,1,car,S5,nonconventional,literal,0,No,0,49
2090,266,106,dtszl6zpc8,non_conventional,yes,1,Request,7,phone,S5,nonconventional,literal,0,No,0,50
2091,576,108,dtszl6zpc8,non_conventional,yes,1,Request,6,office,S5,nonconventional,literal,0,No,0,51
2092,602,110,dtszl6zpc8,non_conventional,yes,1,Non-Request,6,office,S5,nonconventional,literal,1,Yes,0,52
2093,792,112,dtszl6zpc8,non_conventional,yes,1,Request,2,back,S5,nonconventional,literal,0,No,0,53
2094,4234,114,dtszl6zpc8,non_conventional,yes,0,Request,5,laptop,S5,nonconventional,request,1,No,1,54
2095,1506,116,dtszl6zpc8,non_conventional,yes,1,Non-Request,9,soup,S5,nonconventional,literal,1,No,0,55
2096,1271,118,dtszl6zpc8,non_conventional,yes,0,Non-Request,1,car,S5,nonconventional,request,0,Yes,1,56
2097,2001,120,dtszl6zpc8,non_conventional,yes,0,Non-Request,5,laptop,S5,nonconventional,request,0,Yes,1,57
2098,1504,122,dtszl6zpc8,non_conventional,yes,0,Request,9,soup,S5,nonconventional,request,1,Yes,1,58
2099,508,124,dtszl6zpc8,non_conventional,yes,1,Non-Request,2,back,S5,nonconventional,literal,1,Yes,0,59
2100,2946,126,dtszl6zpc8,non_conventional,yes,1,Non-Request,7,phone,S5,nonconventional,literal,1,Yes,0,60
2101,1598,8,eas3l92m96,non_conventional,yes,1,Non-Request,5,laptop,S3,nonconventional,literal,1,No,0,1
2102,1235,10,eas3l92m96,non_conventional,yes,1,Request,5,laptop,S3,nonconventional,literal,0,Yes,0,2
2103,1222,12,eas3l92m96,non_conventional,yes,1,Request,9,soup,S3,nonconventional,literal,0,No,0,3
2104,757,14,eas3l92m96,non_conventional,yes,1,Non-Request,1,car,S3,nonconventional,literal,1,No,0,4
2105,893,16,eas3l92m96,non_conventional,yes,1,Non-Request,2,back,S3,nonconventional,literal,1,No,0,5
2106,1005,18,eas3l92m96,non_conventional,yes,1,Request,6,office,S3,nonconventional,literal,0,No,0,6
2107,1245,20,eas3l92m96,non_conventional,yes,1,Request,1,car,S3,nonconventional,literal,0,Yes,0,7
2108,1025,22,eas3l92m96,non_conventional,yes,1,Non-Request,6,office,S3,nonconventional,literal,1,Yes,0,8
2109,1258,24,eas3l92m96,non_conventional,yes,1,Non-Request,9,soup,S3,nonconventional,literal,1,Yes,0,9
2110,1085,26,eas3l92m96,non_conventional,yes,1,Non-Request,7,phone,S3,nonconventional,literal,1,No,0,10
2111,1252,28,eas3l92m96,non_conventional,yes,1,Request,7,phone,S3,nonconventional,literal,0,Yes,0,11
2112,3167,30,eas3l92m96,non_conventional,yes,1,Request,2,back,S3,nonconventional,literal,0,Yes,0,12
2113,550,32,eas3l92m96,non_conventional,yes,1,Request,6,office,S2,nonconventional,literal,0,No,0,13
2114,563,34,eas3l92m96,non_conventional,yes,1,Non-Request,6,office,S2,nonconventional,literal,1,Yes,0,14
2115,683,36,eas3l92m96,non_conventional,yes,1,Non-Request,5,laptop,S2,nonconventional,literal,1,No,0,15
2116,450,38,eas3l92m96,non_conventional,yes,1,Request,9,soup,S2,nonconventional,literal,0,No,0,16
2117,464,40,eas3l92m96,non_conventional,yes,1,Non-Request,7,phone,S2,nonconventional,literal,1,No,0,17
2118,432,42,eas3l92m96,non_conventional,yes,1,Non-Request,2,back,S2,nonconventional,literal,1,No,0,18
2119,499,44,eas3l92m96,non_conventional,yes,1,Request,1,car,S2,nonconventional,literal,0,No,0,19
2120,661,46,eas3l92m96,non_conventional,yes,1,Non-Request,1,car,S2,nonconventional,literal,1,Yes,0,20
2121,839,48,eas3l92m96,non_conventional,yes,1,Request,5,laptop,S2,nonconventional,literal,0,Yes,0,21
2122,621,50,eas3l92m96,non_conventional,yes,1,Request,2,back,S2,nonconventional,literal,0,Yes,0,22
2123,588,52,eas3l92m96,non_conventional,yes,1,Non-Request,9,soup,S2,nonconventional,literal,1,Yes,0,23
2124,472,54,eas3l92m96,non_conventional,yes,1,Request,7,phone,S2,nonconventional,literal,0,Yes,0,24
2125,719,56,eas3l92m96,non_conventional,yes,1,Request,9,soup,S5,nonconventional,literal,0,No,0,25
2126,447,58,eas3l92m96,non_conventional,yes,1,Non-Request,1,car,S5,nonconventional,literal,1,No,0,26
2127,465,60,eas3l92m96,non_conventional,yes,1,Non-Request,9,soup,S5,nonconventional,literal,1,Yes,0,27
2128,509,62,eas3l92m96,non_conventional,yes,1,Non-Request,6,office,S5,nonconventional,literal,1,No,0,28
2129,520,64,eas3l92m96,non_conventional,yes,1,Non-Request,5,laptop,S5,nonconventional,literal,1,No,0,29
2130,1001,66,eas3l92m96,non_conventional,yes,1,Non-Request,7,phone,S5,nonconventional,literal,1,No,0,30
2131,1081,68,eas3l92m96,non_conventional,yes,1,Request,7,phone,S5,nonconventional,literal,0,Yes,0,31
2132,2271,70,eas3l92m96,non_conventional,yes,1,Non-Request,2,back,S5,nonconventional,literal,1,No,0,32
2133,493,72,eas3l92m96,non_conventional,yes,1,Request,2,back,S5,nonconventional,literal,0,Yes,0,33
2134,963,74,eas3l92m96,non_conventional,yes,1,Request,5,laptop,S5,nonconventional,literal,0,Yes,0,34
2135,540,76,eas3l92m96,non_conventional,yes,1,Request,6,office,S5,nonconventional,literal,0,Yes,0,35
2136,462,78,eas3l92m96,non_conventional,yes,1,Request,1,car,S5,nonconventional,literal,0,Yes,0,36
2137,707,80,eas3l92m96,non_conventional,yes,1,Non-Request,7,phone,S1,nonconventional,literal,1,No,0,37
2138,692,82,eas3l92m96,non_conventional,yes,1,Non-Request,9,soup,S1,nonconventional,literal,1,No,0,38
2139,446,84,eas3l92m96,non_conventional,yes,1,Request,2,back,S1,nonconventional,literal,0,No,0,39
2140,898,86,eas3l92m96,non_conventional,yes,1,Non-Request,5,laptop,S1,nonconventional,literal,1,No,0,40
2141,513,88,eas3l92m96,non_conventional,yes,1,Request,1,car,S1,nonconventional,literal,0,No,0,41
2142,1304,90,eas3l92m96,non_conventional,yes,1,Request,9,soup,S1,nonconventional,literal,0,Yes,0,42
2143,1509,92,eas3l92m96,non_conventional,yes,1,Non-Request,2,back,S1,nonconventional,literal,1,Yes,0,43
2144,574,94,eas3l92m96,non_conventional,yes,1,Request,6,office,S1,nonconventional,literal,0,No,0,44
2145,1461,96,eas3l92m96,non_conventional,yes,1,Non-Request,6,office,S1,nonconventional,literal,1,Yes,0,45
2146,1485,98,eas3l92m96,non_conventional,yes,1,Request,7,phone,S1,nonconventional,literal,0,Yes,0,46
2147,1116,100,eas3l92m96,non_conventional,yes,1,Non-Request,1,car,S1,nonconventional,literal,1,Yes,0,47
2148,779,102,eas3l92m96,non_conventional,yes,1,Request,5,laptop,S1,nonconventional,literal,0,Yes,0,48
2149,1254,104,eas3l92m96,non_conventional,yes,1,Request,5,laptop,S4,nonconventional,literal,0,No,0,49
2150,483,106,eas3l92m96,non_conventional,yes,1,Non-Request,2,back,S4,nonconventional,literal,1,No,0,50
2151,552,108,eas3l92m96,non_conventional,yes,1,Request,6,office,S4,nonconventional,literal,0,No,0,51
2152,499,110,eas3l92m96,non_conventional,yes,1,Non-Request,7,phone,S4,nonconventional,literal,1,No,0,52
2153,7472,112,eas3l92m96,non_conventional,yes,1,Non-Request,1,car,S4,nonconventional,literal,1,No,0,53
2154,727,114,eas3l92m96,non_conventional,yes,1,Non-Request,6,office,S4,nonconventional,literal,1,Yes,0,54
2155,4807,116,eas3l92m96,non_conventional,yes,1,Request,9,soup,S4,nonconventional,literal,0,No,0,55
2156,669,118,eas3l92m96,non_conventional,yes,1,Request,1,car,S4,nonconventional,literal,0,Yes,0,56
2157,1344,120,eas3l92m96,non_conventional,yes,1,Non-Request,9,soup,S4,nonconventional,literal,1,Yes,0,57
2158,12200,122,eas3l92m96,non_conventional,yes,1,Non-Request,5,laptop,S4,nonconventional,literal,1,Yes,0,58
2159,53431,124,eas3l92m96,non_conventional,yes,1,Request,2,back,S4,nonconventional,literal,0,Yes,0,59
2160,504,126,eas3l92m96,non_conventional,yes,1,Request,7,phone,S4,nonconventional,literal,0,Yes,0,60
2161,1136,8,egt5xt7xpe,non_conventional,yes,1,Request,9,soup,S5,nonconventional,literal,0,No,0,1
2162,817,10,egt5xt7xpe,non_conventional,yes,1,Non-Request,5,laptop,S5,nonconventional,literal,1,No,0,2
2163,598,12,egt5xt7xpe,non_conventional,yes,1,Request,2,back,S5,nonconventional,literal,0,No,0,3
2164,1441,14,egt5xt7xpe,non_conventional,yes,1,Non-Request,7,phone,S5,nonconventional,literal,1,No,0,4
2165,1193,16,egt5xt7xpe,non_conventional,yes,1,Request,6,office,S5,nonconventional,literal,0,No,0,5
2166,573,18,egt5xt7xpe,non_conventional,yes,1,Non-Request,6,office,S5,nonconventional,literal,1,Yes,0,6
2167,3421,20,egt5xt7xpe,non_conventional,yes,0,Non-Request,9,soup,S5,nonconventional,request,0,Yes,1,7
2168,696,22,egt5xt7xpe,non_conventional,yes,0,Request,1,car,S5,nonconventional,request,1,No,1,8
2169,491,24,egt5xt7xpe,non_conventional,yes,1,Non-Request,1,car,S5,nonconventional,literal,1,Yes,0,9
2170,758,26,egt5xt7xpe,non_conventional,yes,0,Request,5,laptop,S5,nonconventional,request,1,Yes,1,10
2171,818,28,egt5xt7xpe,non_conventional,yes,0,Non-Request,2,back,S5,nonconventional,request,0,Yes,1,11
2172,751,30,egt5xt7xpe,non_conventional,yes,0,Request,7,phone,S5,nonconventional,request,1,Yes,1,12
2173,514,32,egt5xt7xpe,non_conventional,yes,0,Non-Request,7,phone,S2,nonconventional,request,0,No,1,13
2174,855,34,egt5xt7xpe,non_conventional,yes,1,Non-Request,6,office,S2,nonconventional,literal,1,No,0,14
2175,461,36,egt5xt7xpe,non_conventional,yes,0,Request,9,soup,S2,nonconventional,request,1,No,1,15
2176,575,38,egt5xt7xpe,non_conventional,yes,1,Request,5,laptop,S2,nonconventional,literal,0,No,0,16
2177,759,40,egt5xt7xpe,non_conventional,yes,0,Request,7,phone,S2,nonconventional,request,1,Yes,1,17
2178,390,42,egt5xt7xpe,non_conventional,yes,1,Non-Request,1,car,S2,nonconventional,literal,1,No,0,18
2179,586,44,egt5xt7xpe,non_conventional,yes,1,Non-Request,2,back,S2,nonconventional,literal,1,No,0,19
2180,1418,46,egt5xt7xpe,non_conventional,yes,0,Non-Request,9,soup,S2,nonconventional,request,0,Yes,1,20
2181,441,48,egt5xt7xpe,non_conventional,yes,1,Request,1,car,S2,nonconventional,literal,0,Yes,0,21
2182,438,50,egt5xt7xpe,non_conventional,yes,1,Non-Request,5,laptop,S2,nonconventional,literal,1,Yes,0,22
2183,537,52,egt5xt7xpe,non_conventional,yes,0,Request,6,office,S2,nonconventional,request,1,Yes,1,23
2184,596,54,egt5xt7xpe,non_conventional,yes,0,Request,2,back,S2,nonconventional,request,1,Yes,1,24
2185,661,56,egt5xt7xpe,non_conventional,yes,0,Non-Request,5,laptop,S1,nonconventional,request,0,No,1,25
2186,505,58,egt5xt7xpe,non_conventional,yes,1,Non-Request,7,phone,S1,nonconventional,literal,1,No,0,26
2187,588,60,egt5xt7xpe,non_conventional,yes,0,Request,2,back,S1,nonconventional,request,1,No,1,27
2188,785,62,egt5xt7xpe,non_conventional,yes,1,Request,1,car,S1,nonconventional,literal,0,No,0,28
2189,180,64,egt5xt7xpe,non_conventional,yes,1,Non-Request,1,car,S1,nonconventional,literal,1,Yes,0,29
2190,402,66,egt5xt7xpe,non_conventional,yes,1,Request,7,phone,S1,nonconventional,literal,0,Yes,0,30
2191,539,68,egt5xt7xpe,non_conventional,yes,0,Non-Request,6,office,S1,nonconventional,request,0,No,1,31
2192,1123,70,egt5xt7xpe,non_conventional,yes,0,Non-Request,9,soup,S1,nonconventional,request,0,No,1,32
2193,356,72,egt5xt7xpe,non_conventional,yes,1,Non-Request,2,back,S1,nonconventional,literal,1,Yes,0,33
2194,371,74,egt5xt7xpe,non_conventional,yes,1,Request,5,laptop,S1,nonconventional,literal,0,Yes,0,34
2195,733,76,egt5xt7xpe,non_conventional,yes,0,Request,9,soup,S1,nonconventional,request,1,Yes,1,35
2196,560,78,egt5xt7xpe,non_conventional,yes,1,Request,6,office,S1,nonconventional,literal,0,Yes,0,36
2197,469,80,egt5xt7xpe,non_conventional,yes,1,Non-Request,6,office,S3,nonconventional,literal,1,No,0,37
2198,490,82,egt5xt7xpe,non_conventional,yes,0,Request,5,laptop,S3,nonconventional,request,1,No,1,38
2199,486,84,egt5xt7xpe,non_conventional,yes,0,Request,9,soup,S3,nonconventional,request,1,No,1,39
2200,683,86,egt5xt7xpe,non_conventional,yes,0,Non-Request,5,laptop,S3,nonconventional,request,0,Yes,1,40
2201,548,88,egt5xt7xpe,non_conventional,yes,1,Non-Request,9,soup,S3,nonconventional,literal,1,Yes,0,41
2202,1461,90,egt5xt7xpe,non_conventional,yes,0,Request,6,office,S3,nonconventional,request,1,Yes,1,42
2203,648,92,egt5xt7xpe,non_conventional,yes,0,Non-Request,2,back,S3,nonconventional,request,0,No,1,43
2204,454,94,egt5xt7xpe,non_conventional,yes,0,Request,2,back,S3,nonconventional,request,1,Yes,1,44
2205,461,96,egt5xt7xpe,non_conventional,yes,0,Request,1,car,S3,nonconventional,request,1,No,1,45
2206,488,98,egt5xt7xpe,non_conventional,yes,1,Non-Request,7,phone,S3,nonconventional,literal,1,No,0,46
2207,426,100,egt5xt7xpe,non_conventional,yes,1,Non-Request,1,car,S3,nonconventional,literal,1,Yes,0,47
2208,443,102,egt5xt7xpe,non_conventional,yes,0,Request,7,phone,S3,nonconventional,request,1,Yes,1,48
2209,601,104,egt5xt7xpe,non_conventional,yes,1,Non-Request,7,phone,S4,nonconventional,literal,1,No,0,49
2210,501,106,egt5xt7xpe,non_conventional,yes,0,Request,6,office,S4,nonconventional,request,1,No,1,50
2211,466,108,egt5xt7xpe,non_conventional,yes,1,Non-Request,6,office,S4,nonconventional,literal,1,Yes,0,51
2212,1608,110,egt5xt7xpe,non_conventional,yes,0,Request,5,laptop,S4,nonconventional,request,1,No,1,52
2213,489,112,egt5xt7xpe,non_conventional,yes,1,Non-Request,9,soup,S4,nonconventional,literal,1,No,0,53
2214,403,114,egt5xt7xpe,non_conventional,yes,1,Non-Request,5,laptop,S4,nonconventional,literal,1,Yes,0,54
2215,693,116,egt5xt7xpe,non_conventional,yes,0,Request,1,car,S4,nonconventional,request,1,No,1,55
2216,44634,118,egt5xt7xpe,non_conventional,yes,1,Request,7,phone,S4,nonconventional,literal,0,Yes,0,56
2217,523,120,egt5xt7xpe,non_conventional,yes,1,Non-Request,2,back,S4,nonconventional,literal,1,No,0,57
2218,543,122,egt5xt7xpe,non_conventional,yes,1,Non-Request,1,car,S4,nonconventional,literal,1,Yes,0,58
2219,557,124,egt5xt7xpe,non_conventional,yes,1,Request,2,back,S4,nonconventional,literal,0,Yes,0,59
2220,644,126,egt5xt7xpe,non_conventional,yes,1,Request,9,soup,S4,nonconventional,literal,0,Yes,0,60
2221,4106,8,fgr63edfyq,non_conventional,yes,1,Non-Request,6,office,S2,nonconventional,literal,1,No,0,1
2222,1105,10,fgr63edfyq,non_conventional,yes,1,Non-Request,1,car,S2,nonconventional,literal,1,No,0,2
2223,1064,12,fgr63edfyq,non_conventional,yes,1,Non-Request,9,soup,S2,nonconventional,literal,1,No,0,3
2224,1986,14,fgr63edfyq,non_conventional,yes,1,Request,5,laptop,S2,nonconventional,literal,0,No,0,4
2225,5197,16,fgr63edfyq,non_conventional,yes,1,Request,9,soup,S2,nonconventional,literal,0,Yes,0,5
2226,4464,18,fgr63edfyq,non_conventional,yes,0,Non-Request,5,laptop,S2,nonconventional,request,0,Yes,1,6
2227,636,20,fgr63edfyq,non_conventional,yes,0,Non-Request,2,back,S2,nonconventional,request,0,No,1,7
2228,815,22,fgr63edfyq,non_conventional,yes,1,Request,7,phone,S2,nonconventional,literal,0,No,0,8
2229,2432,24,fgr63edfyq,non_conventional,yes,0,Request,6,office,S2,nonconventional,request,1,Yes,1,9
2230,596,26,fgr63edfyq,non_conventional,yes,1,Non-Request,7,phone,S2,nonconventional,literal,1,Yes,0,10
2231,784,28,fgr63edfyq,non_conventional,yes,1,Request,2,back,S2,nonconventional,literal,0,Yes,0,11
