,rt,trial_index,subject,form_assignment,passed_test,button_pressed,condition,stimNum,topic,speaker,form,response,correct,already_heard_by_speaker,numeric_response,Order
292,1627,110,1z2jbr7rtu,conventional,yes,1,Non-Request,8,piano,S4,conventional,literal,1,No,0,52
293,1302,112,1z2jbr7rtu,conventional,yes,0,Request,8,piano,S4,conventional,request,1,Yes,1,53
294,1989,114,1z2jbr7rtu,conventional,yes,0,Request,11,window,S4,conventional,request,1,No,1,54
295,2620,116,1z2jbr7rtu,conventional,yes,0,Non-Request,12,temperature,S4,conventional,request,0,No,1,55
296,1268,118,1z2jbr7rtu,conventional,yes,0,Request,12,temperature,S4,conventional,request,1,Yes,1,56
297,290,120,1z2jbr7rtu,conventional,yes,0,Non-Request,11,window,S4,conventional,request,0,Yes,1,57
298,1626,122,1z2jbr7rtu,conventional,yes,0,Request,3,box,S4,conventional,request,1,No,1,58
299,1285,124,1z2jbr7rtu,conventional,yes,0,Non-Request,10,spanish,S4,conventional,request,0,Yes,1,59
300,4275,126,1z2jbr7rtu,conventional,yes,1,Non-Request,3,box,S4,conventional,literal,1,Yes,0,60
301,3624,8,20lj4j7yaf,non_conventional,yes,1,Non-Request,6,office,S5,nonconventional,literal,1,No,0,1
302,526,10,20lj4j7yaf,non_conventional,yes,1,Request,9,soup,S5,nonconventional,literal,0,No,0,2
303,950,12,20lj4j7yaf,non_conventional,yes,1,Non-Request,2,back,S5,nonconventional,literal,1,No,0,3
304,935,14,20lj4j7yaf,non_conventional,yes,0,Non-Request,9,soup,S5,nonconventional,request,0,Yes,1,4
305,1138,16,20lj4j7yaf,non_conventional,yes,0,Non-Request,7,phone,S5,nonconventional,request,0,No,1,5
306,541,18,20lj4j7yaf,non_conventional,yes,1,Non-Request,1,car,S5,nonconventional,literal,1,No,0,6
307,449,20,20lj4j7yaf,non_conventional,yes,1,Request,6,office,S5,nonconventional,literal,0,Yes,0,7
308,341,22,20lj4j7yaf,non_conventional,yes,1,Request,5,laptop,S5,nonconventional,literal,0,No,0,8
309,416,24,20lj4j7yaf,non_conventional,yes,0,Request,1,car,S5,nonconventional,request,1,Yes,1,9
310,393,26,20lj4j7yaf,non_conventional,yes,0,Request,7,phone,S5,nonconventional,request,1,Yes,1,10
311,697,28,20lj4j7yaf,non_conventional,yes,1,Request,2,back,S5,nonconventional,literal,0,Yes,0,11
312,666,30,20lj4j7yaf,non_conventional,yes,1,Non-Request,5,laptop,S5,nonconventional,literal,1,Yes,0,12
313,4644,32,20lj4j7yaf,non_conventional,yes,1,Non-Request,7,phone,S2,nonconventional,literal,1,No,0,13
314,383,34,20lj4j7yaf,non_conventional,yes,1,Non-Request,6,office,S2,nonconventional,literal,1,No,0,14
315,346,36,20lj4j7yaf,non_conventional,yes,1,Request,5,laptop,S2,nonconventional,literal,0,No,0,15
316,377,38,20lj4j7yaf,non_conventional,yes,1,Request,6,office,S2,nonconventional,literal,0,Yes,0,16
317,328,40,20lj4j7yaf,non_conventional,yes,1,Non-Request,1,car,S2,nonconventional,literal,1,No,0,17
318,354,42,20lj4j7yaf,non_conventional,yes,1,Non-Request,5,laptop,S2,nonconventional,literal,1,Yes,0,18
319,345,44,20lj4j7yaf,non_conventional,yes,1,Request,2,back,S2,nonconventional,literal,0,No,0,19
320,635,46,20lj4j7yaf,non_conventional,yes,1,Request,9,soup,S2,nonconventional,literal,0,No,0,20
321,376,48,20lj4j7yaf,non_conventional,yes,1,Non-Request,2,back,S2,nonconventional,literal,1,Yes,0,21
322,330,50,20lj4j7yaf,non_conventional,yes,1,Request,1,car,S2,nonconventional,literal,0,Yes,0,22
323,337,52,20lj4j7yaf,non_conventional,yes,1,Request,7,phone,S2,nonconventional,literal,0,Yes,0,23
324,651,54,20lj4j7yaf,non_conventional,yes,1,Non-Request,9,soup,S2,nonconventional,literal,1,Yes,0,24
325,412,56,20lj4j7yaf,non_conventional,yes,1,Non-Request,5,laptop,S3,nonconventional,literal,1,No,0,25
326,944,58,20lj4j7yaf,non_conventional,yes,0,Non-Request,9,soup,S3,nonconventional,request,0,No,1,26
327,477,60,20lj4j7yaf,non_conventional,yes,1,Request,2,back,S3,nonconventional,literal,0,No,0,27
328,386,62,20lj4j7yaf,non_conventional,yes,0,Request,9,soup,S3,nonconventional,request,1,Yes,1,28
329,373,64,20lj4j7yaf,non_conventional,yes,1,Non-Request,2,back,S3,nonconventional,literal,1,Yes,0,29
330,421,66,20lj4j7yaf,non_conventional,yes,1,Request,7,phone,S3,nonconventional,literal,0,No,0,30
331,409,68,20lj4j7yaf,non_conventional,yes,1,Request,6,office,S3,nonconventional,literal,0,No,0,31
332,639,70,20lj4j7yaf,non_conventional,yes,1,Non-Request,7,phone,S3,nonconventional,literal,1,Yes,0,32
333,527,72,20lj4j7yaf,non_conventional,yes,0,Request,5,laptop,S3,nonconventional,request,1,Yes,1,33
334,376,74,20lj4j7yaf,non_conventional,yes,0,Non-Request,1,car,S3,nonconventional,request,0,No,1,34
335,453,76,20lj4j7yaf,non_conventional,yes,0,Request,1,car,S3,nonconventional,request,1,Yes,1,35
336,374,78,20lj4j7yaf,non_conventional,yes,1,Non-Request,6,office,S3,nonconventional,literal,1,Yes,0,36
337,326,80,20lj4j7yaf,non_conventional,yes,1,Non-Request,1,car,S4,nonconventional,literal,1,No,0,37
338,400,82,20lj4j7yaf,non_conventional,yes,1,Request,6,office,S4,nonconventional,literal,0,No,0,38
339,549,84,20lj4j7yaf,non_conventional,yes,1,Request,2,back,S4,nonconventional,literal,0,No,0,39
340,353,86,20lj4j7yaf,non_conventional,yes,1,Non-Request,9,soup,S4,nonconventional,literal,1,No,0,40
341,502,88,20lj4j7yaf,non_conventional,yes,1,Request,1,car,S4,nonconventional,literal,0,Yes,0,41
342,336,90,20lj4j7yaf,non_conventional,yes,1,Request,7,phone,S4,nonconventional,literal,0,No,0,42
343,412,92,20lj4j7yaf,non_conventional,yes,0,Request,9,soup,S4,nonconventional,request,1,Yes,1,43
344,354,94,20lj4j7yaf,non_conventional,yes,1,Non-Request,6,office,S4,nonconventional,literal,1,Yes,0,44
345,294,96,20lj4j7yaf,non_conventional,yes,1,Non-Request,2,back,S4,nonconventional,literal,1,Yes,0,45
346,303,98,20lj4j7yaf,non_conventional,yes,1,Non-Request,7,phone,S4,nonconventional,literal,1,Yes,0,46
347,318,100,20lj4j7yaf,non_conventional,yes,0,Request,5,laptop,S4,nonconventional,request,1,No,1,47
348,322,102,20lj4j7yaf,non_conventional,yes,1,Non-Request,5,laptop,S4,nonconventional,literal,1,Yes,0,48
349,712,104,20lj4j7yaf,non_conventional,yes,0,Request,7,phone,S1,nonconventional,request,1,No,1,49
350,406,106,20lj4j7yaf,non_conventional,yes,0,Request,5,laptop,S1,nonconventional,request,1,No,1,50
351,364,108,20lj4j7yaf,non_conventional,yes,0,Request,1,car,S1,nonconventional,request,1,No,1,51
352,346,110,20lj4j7yaf,non_conventional,yes,0,Request,9,soup,S1,nonconventional,request,1,No,1,52
353,321,112,20lj4j7yaf,non_conventional,yes,1,Non-Request,7,phone,S1,nonconventional,literal,1,Yes,0,53
354,332,114,20lj4j7yaf,non_conventional,yes,1,Non-Request,2,back,S1,nonconventional,literal,1,No,0,54
355,1308,116,20lj4j7yaf,non_conventional,yes,1,Non-Request,9,soup,S1,nonconventional,literal,1,Yes,0,55
356,829,118,20lj4j7yaf,non_conventional,yes,0,Non-Request,5,laptop,S1,nonconventional,request,0,Yes,1,56
357,6104,120,20lj4j7yaf,non_conventional,yes,1,Non-Request,1,car,S1,nonconventional,literal,1,Yes,0,57
358,329,122,20lj4j7yaf,non_conventional,yes,1,Request,2,back,S1,nonconventional,literal,0,Yes,0,58
359,389,124,20lj4j7yaf,non_conventional,yes,1,Non-Request,6,office,S1,nonconventional,literal,1,No,0,59
360,441,126,20lj4j7yaf,non_conventional,yes,0,Request,6,office,S1,nonconventional,request,1,Yes,1,60
361,822,8,21ebklj0nw,conventional,yes,0,Non-Request,12,temperature,S1,conventional,request,0,No,1,1
362,3402,10,21ebklj0nw,conventional,yes,0,Request,8,piano,S1,conventional,request,1,No,1,2
363,1921,12,21ebklj0nw,conventional,yes,0,Non-Request,3,box,S1,conventional,request,0,No,1,3
364,571,14,21ebklj0nw,conventional,yes,0,Request,11,window,S1,conventional,request,1,No,1,4
365,1522,16,21ebklj0nw,conventional,yes,0,Non-Request,8,piano,S1,conventional,request,0,Yes,1,5
366,831,18,21ebklj0nw,conventional,yes,0,Request,4,door,S1,conventional,request,1,No,1,6
367,719,20,21ebklj0nw,conventional,yes,1,Non-Request,11,window,S1,conventional,literal,1,Yes,0,7
368,647,22,21ebklj0nw,conventional,yes,0,Non-Request,10,spanish,S1,conventional,request,0,No,1,8
369,1081,24,21ebklj0nw,conventional,yes,0,Request,12,temperature,S1,conventional,request,1,Yes,1,9
370,1048,26,21ebklj0nw,conventional,yes,0,Request,3,box,S1,conventional,request,1,Yes,1,10
371,709,28,21ebklj0nw,conventional,yes,1,Non-Request,4,door,S1,conventional,literal,1,Yes,0,11
372,604,30,21ebklj0nw,conventional,yes,0,Request,10,spanish,S1,conventional,request,1,Yes,1,12
373,1584,32,21ebklj0nw,conventional,yes,0,Request,10,spanish,S3,conventional,request,1,No,1,13
374,911,34,21ebklj0nw,conventional,yes,1,Request,8,piano,S3,conventional,literal,0,No,0,14
375,751,36,21ebklj0nw,conventional,yes,0,Request,3,box,S3,conventional,request,1,No,1,15
376,1201,38,21ebklj0nw,conventional,yes,1,Non-Request,11,window,S3,conventional,literal,1,No,0,16
377,405,40,21ebklj0nw,conventional,yes,1,Non-Request,3,box,S3,conventional,literal,1,Yes,0,17
378,555,42,21ebklj0nw,conventional,yes,0,Request,4,door,S3,conventional,request,1,No,1,18
379,378,44,21ebklj0nw,conventional,yes,0,Request,11,window,S3,conventional,request,1,Yes,1,19
380,451,46,21ebklj0nw,conventional,yes,1,Non-Request,12,temperature,S3,conventional,literal,1,No,0,20
381,348,48,21ebklj0nw,conventional,yes,1,Non-Request,4,door,S3,conventional,literal,1,Yes,0,21
382,597,50,21ebklj0nw,conventional,yes,0,Non-Request,8,piano,S3,conventional,request,0,Yes,1,22
383,384,52,21ebklj0nw,conventional,yes,1,Non-Request,10,spanish,S3,conventional,literal,1,Yes,0,23
384,384,54,21ebklj0nw,conventional,yes,0,Request,12,temperature,S3,conventional,request,1,Yes,1,24
385,1082,56,21ebklj0nw,conventional,yes,0,Request,12,temperature,S4,conventional,request,1,No,1,25
386,345,58,21ebklj0nw,conventional,yes,0,Non-Request,10,spanish,S4,conventional,request,0,No,1,26
387,628,60,21ebklj0nw,conventional,yes,1,Non-Request,8,piano,S4,conventional,literal,1,No,0,27
388,527,62,21ebklj0nw,conventional,yes,0,Request,4,door,S4,conventional,request,1,No,1,28
389,398,64,21ebklj0nw,conventional,yes,0,Non-Request,3,box,S4,conventional,request,0,No,1,29
390,364,66,21ebklj0nw,conventional,yes,1,Request,10,spanish,S4,conventional,literal,0,Yes,0,30
391,987,68,21ebklj0nw,conventional,yes,1,Request,8,piano,S4,conventional,literal,0,Yes,0,31
392,626,70,21ebklj0nw,conventional,yes,0,Non-Request,4,door,S4,conventional,request,0,Yes,1,32
393,828,72,21ebklj0nw,conventional,yes,0,Request,11,window,S4,conventional,request,1,No,1,33
394,744,74,21ebklj0nw,conventional,yes,0,Non-Request,12,temperature,S4,conventional,request,0,Yes,1,34
395,473,76,21ebklj0nw,conventional,yes,0,Request,3,box,S4,conventional,request,1,Yes,1,35
396,290,78,21ebklj0nw,conventional,yes,0,Non-Request,11,window,S4,conventional,request,0,Yes,1,36
397,378,80,21ebklj0nw,conventional,yes,0,Request,12,temperature,S5,conventional,request,1,No,1,37
398,440,82,21ebklj0nw,conventional,yes,0,Request,4,door,S5,conventional,request,1,No,1,38
399,364,84,21ebklj0nw,conventional,yes,0,Request,11,window,S5,conventional,request,1,No,1,39
400,494,86,21ebklj0nw,conventional,yes,0,Non-Request,12,temperature,S5,conventional,request,0,Yes,1,40
401,401,88,21ebklj0nw,conventional,yes,0,Request,3,box,S5,conventional,request,1,No,1,41
402,446,90,21ebklj0nw,conventional,yes,0,Non-Request,10,spanish,S5,conventional,request,0,No,1,42
403,717,92,21ebklj0nw,conventional,yes,0,Non-Request,8,piano,S5,conventional,request,0,No,1,43
404,309,94,21ebklj0nw,conventional,yes,0,Request,8,piano,S5,conventional,request,1,Yes,1,44
405,876,96,21ebklj0nw,conventional,yes,0,Non-Request,3,box,S5,conventional,request,0,Yes,1,45
406,921,98,21ebklj0nw,conventional,yes,1,Request,10,spanish,S5,conventional,literal,0,Yes,0,46
407,635,100,21ebklj0nw,conventional,yes,0,Non-Request,11,window,S5,conventional,request,0,Yes,1,47
408,453,102,21ebklj0nw,conventional,yes,0,Non-Request,4,door,S5,conventional,request,0,Yes,1,48
409,363,104,21ebklj0nw,conventional,yes,0,Request,3,box,S2,conventional,request,1,No,1,49
410,357,106,21ebklj0nw,conventional,yes,0,Non-Request,4,door,S2,conventional,request,0,No,1,50
411,276,108,21ebklj0nw,conventional,yes,0,Request,12,temperature,S2,conventional,request,1,No,1,51
412,745,110,21ebklj0nw,conventional,yes,1,Non-Request,12,temperature,S2,conventional,literal,1,Yes,0,52
413,1107,112,21ebklj0nw,conventional,yes,1,Request,10,spanish,S2,conventional,literal,0,No,0,53
414,345,114,21ebklj0nw,conventional,yes,0,Request,8,piano,S2,conventional,request,1,No,1,54
415,420,116,21ebklj0nw,conventional,yes,0,Non-Request,11,window,S2,conventional,request,0,No,1,55
416,440,118,21ebklj0nw,conventional,yes,0,Non-Request,3,box,S2,conventional,request,0,Yes,1,56
417,375,120,21ebklj0nw,conventional,yes,0,Request,11,window,S2,conventional,request,1,Yes,1,57
418,372,122,21ebklj0nw,conventional,yes,0,Request,4,door,S2,conventional,request,1,Yes,1,58
419,1051,124,21ebklj0nw,conventional,yes,1,Non-Request,8,piano,S2,conventional,literal,1,Yes,0,59
420,385,126,21ebklj0nw,conventional,yes,1,Non-Request,10,spanish,S2,conventional,literal,1,Yes,0,60
421,3092,8,2lyoy6buvq,non_conventional,yes,1,Non-Request,2,back,S5,nonconventional,literal,1,No,0,1
422,1434,10,2lyoy6buvq,non_conventional,yes,1,Request,9,soup,S5,nonconventional,literal,0,No,0,2
423,2556,12,2lyoy6buvq,non_conventional,yes,1,Request,5,laptop,S5,nonconventional,literal,0,No,0,3
424,1451,14,2lyoy6buvq,non_conventional,yes,1,Non-Request,9,soup,S5,nonconventional,literal,1,Yes,0,4
425,3705,16,2lyoy6buvq,non_conventional,yes,0,Non-Request,7,phone,S5,nonconventional,request,0,No,1,5
426,2985,18,2lyoy6buvq,non_conventional,yes,1,Request,6,office,S5,nonconventional,literal,0,No,0,6
427,1997,20,2lyoy6buvq,non_conventional,yes,1,Non-Request,1,car,S5,nonconventional,literal,1,No,0,7
428,936,22,2lyoy6buvq,non_conventional,yes,1,Request,7,phone,S5,nonconventional,literal,0,Yes,0,8
429,1465,24,2lyoy6buvq,non_conventional,yes,1,Request,1,car,S5,nonconventional,literal,0,Yes,0,9
430,807,26,2lyoy6buvq,non_conventional,yes,1,Request,2,back,S5,nonconventional,literal,0,Yes,0,10
431,631,28,2lyoy6buvq,non_conventional,yes,1,Non-Request,6,office,S5,nonconventional,literal,1,Yes,0,11
432,1876,30,2lyoy6buvq,non_conventional,yes,1,Non-Request,5,laptop,S5,nonconventional,literal,1,Yes,0,12
433,1603,32,2lyoy6buvq,non_conventional,yes,1,Non-Request,7,phone,S4,nonconventional,literal,1,No,0,13
434,676,34,2lyoy6buvq,non_conventional,yes,1,Request,9,soup,S4,nonconventional,literal,0,No,0,14
435,1344,36,2lyoy6buvq,non_conventional,yes,1,Non-Request,2,back,S4,nonconventional,literal,1,No,0,15
436,1355,38,2lyoy6buvq,non_conventional,yes,1,Non-Request,9,soup,S4,nonconventional,literal,1,Yes,0,16
437,2995,40,2lyoy6buvq,non_conventional,yes,1,Non-Request,6,office,S4,nonconventional,literal,1,No,0,17
438,633,42,2lyoy6buvq,non_conventional,yes,1,Request,2,back,S4,nonconventional,literal,0,Yes,0,18
439,804,44,2lyoy6buvq,non_conventional,yes,1,Request,1,car,S4,nonconventional,literal,0,No,0,19
440,2554,46,2lyoy6buvq,non_conventional,yes,1,Request,5,laptop,S4,nonconventional,literal,0,No,0,20
441,684,48,2lyoy6buvq,non_conventional,yes,1,Request,6,office,S4,nonconventional,literal,0,Yes,0,21
442,1072,50,2lyoy6buvq,non_conventional,yes,1,Non-Request,1,car,S4,nonconventional,literal,1,Yes,0,22
443,604,52,2lyoy6buvq,non_conventional,yes,1,Non-Request,5,laptop,S4,nonconventional,literal,1,Yes,0,23
444,581,54,2lyoy6buvq,non_conventional,yes,1,Request,7,phone,S4,nonconventional,literal,0,Yes,0,24
445,4071,56,2lyoy6buvq,non_conventional,yes,1,Non-Request,9,soup,S1,nonconventional,literal,1,No,0,25
446,2997,58,2lyoy6buvq,non_conventional,yes,0,Non-Request,6,office,S1,nonconventional,request,0,No,1,26
447,727,60,2lyoy6buvq,non_conventional,yes,0,Request,7,phone,S1,nonconventional,request,1,No,1,27
448,1710,62,2lyoy6buvq,non_conventional,yes,0,Request,5,laptop,S1,nonconventional,request,1,No,1,28
449,618,64,2lyoy6buvq,non_conventional,yes,0,Request,2,back,S1,nonconventional,request,1,No,1,29
450,1485,66,2lyoy6buvq,non_conventional,yes,0,Non-Request,5,laptop,S1,nonconventional,request,0,Yes,1,30
451,883,68,2lyoy6buvq,non_conventional,yes,0,Request,9,soup,S1,nonconventional,request,1,Yes,1,31
452,781,70,2lyoy6buvq,non_conventional,yes,0,Request,1,car,S1,nonconventional,request,1,No,1,32
453,597,72,2lyoy6buvq,non_conventional,yes,0,Request,6,office,S1,nonconventional,request,1,Yes,1,33
454,1021,74,2lyoy6buvq,non_conventional,yes,0,Non-Request,2,back,S1,nonconventional,request,0,Yes,1,34
455,1934,76,2lyoy6buvq,non_conventional,yes,0,Non-Request,7,phone,S1,nonconventional,request,0,Yes,1,35
456,705,78,2lyoy6buvq,non_conventional,yes,0,Non-Request,1,car,S1,nonconventional,request,0,Yes,1,36
457,2083,80,2lyoy6buvq,non_conventional,yes,0,Request,6,office,S3,nonconventional,request,1,No,1,37
458,574,82,2lyoy6buvq,non_conventional,yes,0,Non-Request,1,car,S3,nonconventional,request,0,No,1,38
459,828,84,2lyoy6buvq,non_conventional,yes,0,Non-Request,2,back,S3,nonconventional,request,0,No,1,39
460,532,86,2lyoy6buvq,non_conventional,yes,0,Non-Request,7,phone,S3,nonconventional,request,0,No,1,40
461,561,88,2lyoy6buvq,non_conventional,yes,0,Request,5,laptop,S3,nonconventional,request,1,No,1,41
